age,job_type,monthly_income,region,housing_type,is_student,is_job_seeker,goal,has_part_time_income,income_stability,has_income_proof,tax_reported,is_independent_household,is_homeless_or_no_house,active_job_search
24,student,500000,seoul,monthly_rent,True,False,education,False,unstable,,,,,
22,student,300000,gyeonggi,dormitory,True,False,living_support,True,unstable,,,,,
19,student,800000,gyeonggi,dormitory,True,False,education,False,unknown,,,,,
24,part_time,500000,seoul,with_family,True,False,living_support,True,unknown,,,,,
19,student,800000,gyeonggi,monthly_rent,True,False,living_support,False,unstable,,,,,
22,student,500000,seoul,monthly_rent,True,False,living_support,True,unstable,,,,,
21,part_time,0,other,dormitory,True,False,asset_building,False,unstable,,,,,
24,part_time,500000,other,dormitory,True,False,living_support,False,unknown,,,,,
23,student,300000,gyeonggi,monthly_rent,True,False,living_support,True,unknown,,,,,
22,student,500000,gyeonggi,with_family,True,False,living_support,False,unknown,,,,,
22,part_time,300000,other,dormitory,True,False,asset_building,True,unstable,,,,,
21,part_time,0,seoul,monthly_rent,True,False,living_support,True,unstable,,,,,
20,student,0,seoul,dormitory,True,False,asset_building,True,unknown,,,,,
22,student,800000,gyeonggi,dormitory,True,False,education,True,unstable,,,,,
19,part_time,300000,seoul,monthly_rent,True,False,asset_building,False,unstable,,,,,
23,student,0,gyeonggi,with_family,True,False,living_support,False,unknown,,,,,
23,part_time,800000,seoul,monthly_rent,True,False,living_support,False,unknown,,,,,
20,part_time,800000,other,with_family,True,False,living_support,False,unstable,,,,,
24,part_time,300000,gyeonggi,dormitory,True,False,living_support,True,unstable,,,,,
20,student,800000,other,with_family,True,False,asset_building,True,unstable,,,,,
22,part_time,500000,other,dormitory,True,False,living_support,True,unstable,,,,,
22,part_time,0,other,dormitory,True,False,living_support,True,unknown,,,,,
21,part_time,800000,other,monthly_rent,True,False,asset_building,True,unknown,,,,,
20,part_time,800000,gyeonggi,with_family,True,False,living_support,False,unknown,,,,,
24,student,800000,seoul,monthly_rent,True,False,asset_building,True,unknown,,,,,
23,student,0,other,dormitory,True,False,education,False,unstable,,,,,
19,part_time,800000,gyeonggi,with_family,True,False,living_support,False,unknown,,,,,
22,part_time,800000,gyeonggi,with_family,True,False,living_support,True,unstable,,,,,
21,student,0,other,with_family,True,False,education,True,unstable,,,,,
19,student,300000,seoul,dormitory,True,False,asset_building,True,unstable,,,,,
22,part_time,500000,seoul,monthly_rent,True,False,asset_building,True,unstable,,,,,
21,student,0,gyeonggi,monthly_rent,True,False,asset_building,False,unknown,,,,,
24,student,0,other,monthly_rent,True,False,asset_building,True,unstable,,,,,
24,part_time,0,other,with_family,True,False,living_support,False,unknown,,,,,
19,part_time,0,gyeonggi,dormitory,True,False,education,False,unknown,,,,,
24,part_time,300000,gyeonggi,with_family,True,False,asset_building,False,unknown,,,,,
22,part_time,500000,gyeonggi,with_family,True,False,education,False,unknown,,,,,
20,part_time,800000,gyeonggi,with_family,True,False,living_support,False,unstable,,,,,
22,student,500000,gyeonggi,dormitory,True,False,living_support,False,unstable,,,,,
23,student,0,seoul,monthly_rent,True,False,living_support,False,unstable,,,,,
24,part_time,800000,gyeonggi,with_family,True,False,education,False,unstable,,,,,
22,student,500000,other,monthly_rent,True,False,living_support,False,unknown,,,,,
22,part_time,500000,other,dormitory,True,False,living_support,False,unknown,,,,,
20,student,300000,gyeonggi,with_family,True,False,asset_building,True,unstable,,,,,
20,part_time,500000,other,monthly_rent,True,False,asset_building,False,unstable,,,,,
20,part_time,300000,gyeonggi,with_family,True,False,living_support,True,unstable,,,,,
21,student,0,other,dormitory,True,False,asset_building,True,unknown,,,,,
19,student,500000,gyeonggi,dormitory,True,False,living_support,False,unstable,,,,,
19,part_time,800000,seoul,with_family,True,False,living_support,False,unstable,,,,,
23,student,300000,seoul,monthly_rent,True,False,living_support,True,unstable,,,,,
19,part_time,300000,other,dormitory,True,False,living_support,False,unknown,,,,,
30,contract,1800000,seoul,with_family,False,False,asset_building,,stable,True,True,,,
28,full_time,2200000,gyeonggi,with_family,False,False,asset_building,,stable,True,True,,,
26,full_time,3000000,other,jeonse,False,False,tax,,stable,True,True,,,
28,full_time,2200000,incheon,jeonse,False,False,tax,,stable,True,True,,,
31,full_time,2200000,incheon,jeonse,False,False,asset_building,,stable,True,True,,,
30,full_time,2200000,gyeonggi,monthly_rent,False,False,asset_building,,stable,True,True,,,
25,full_time,2200000,incheon,jeonse,False,False,tax,,stable,True,True,,,
31,full_time,3000000,incheon,jeonse,False,False,tax,,stable,True,True,,,
28,contract,3000000,seoul,jeonse,False,False,asset_building,,stable,True,True,,,
30,contract,2600000,seoul,with_family,False,False,asset_building,,stable,True,True,,,
24,contract,1800000,gyeonggi,monthly_rent,False,False,tax,,stable,True,True,,,
28,full_time,3000000,other,with_family,False,False,tax,,stable,True,True,,,
29,contract,2600000,incheon,jeonse,False,False,asset_building,,stable,True,True,,,
26,contract,3000000,other,monthly_rent,False,False,tax,,stable,True,True,,,
24,contract,1800000,incheon,monthly_rent,False,False,tax,,stable,True,True,,,
25,contract,1800000,other,monthly_rent,False,False,asset_building,,stable,True,True,,,
27,contract,3000000,other,with_family,False,False,asset_building,,stable,True,True,,,
28,full_time,2600000,other,jeonse,False,False,tax,,stable,True,True,,,
25,full_time,2200000,gyeonggi,monthly_rent,False,False,asset_building,,stable,True,True,,,
30,full_time,2200000,seoul,monthly_rent,False,False,asset_building,,stable,True,True,,,
26,contract,2600000,incheon,monthly_rent,False,False,tax,,stable,True,True,,,
31,full_time,3000000,gyeonggi,monthly_rent,False,False,asset_building,,stable,True,True,,,
26,full_time,2600000,other,monthly_rent,False,False,tax,,stable,True,True,,,
24,contract,2600000,other,with_family,False,False,tax,,stable,True,True,,,
31,contract,2600000,other,monthly_rent,False,False,tax,,stable,True,True,,,
27,full_time,3000000,gyeonggi,monthly_rent,False,False,asset_building,,stable,True,True,,,
29,contract,3000000,other,jeonse,False,False,asset_building,,stable,True,True,,,
31,full_time,2200000,incheon,with_family,False,False,tax,,stable,True,True,,,
25,contract,1800000,gyeonggi,monthly_rent,False,False,asset_building,,stable,True,True,,,
25,contract,2600000,incheon,jeonse,False,False,tax,,stable,True,True,,,
25,contract,3000000,incheon,jeonse,False,False,tax,,stable,True,True,,,
24,full_time,2200000,incheon,with_family,False,False,asset_building,,stable,True,True,,,
30,full_time,1800000,other,with_family,False,False,tax,,stable,True,True,,,
24,full_time,2600000,seoul,monthly_rent,False,False,tax,,stable,True,True,,,
29,contract,2200000,gyeonggi,jeonse,False,False,tax,,stable,True,True,,,
26,full_time,2200000,seoul,jeonse,False,False,tax,,stable,True,True,,,
27,contract,2200000,gyeonggi,monthly_rent,False,False,tax,,stable,True,True,,,
31,contract,1800000,other,monthly_rent,False,False,asset_building,,stable,True,True,,,
25,contract,2600000,incheon,jeonse,False,False,tax,,stable,True,True,,,
28,contract,2600000,gyeonggi,monthly_rent,False,False,tax,,stable,True,True,,,
25,full_time,3000000,incheon,jeonse,False,False,tax,,stable,True,True,,,
28,full_time,3000000,incheon,with_family,False,False,asset_building,,stable,True,True,,,
31,contract,2200000,incheon,with_family,False,False,asset_building,,stable,True,True,,,
28,full_time,1800000,seoul,monthly_rent,False,False,tax,,stable,True,True,,,
24,contract,2200000,seoul,monthly_rent,False,False,tax,,stable,True,True,,,
30,full_time,2200000,gyeonggi,jeonse,False,False,tax,,stable,True,True,,,
28,full_time,2600000,other,monthly_rent,False,False,tax,,stable,True,True,,,
25,contract,1800000,gyeonggi,with_family,False,False,tax,,stable,True,True,,,
29,full_time,3000000,seoul,monthly_rent,False,False,asset_building,,stable,True,True,,,
31,contract,2600000,other,jeonse,False,False,tax,,stable,True,True,,,
25,full_time,3000000,seoul,jeonse,False,False,tax,,stable,True,True,,,
27,full_time,3000000,incheon,jeonse,False,False,tax,,stable,True,True,,,
25,full_time,1800000,seoul,monthly_rent,False,False,tax,,stable,True,True,,,
25,full_time,2200000,gyeonggi,monthly_rent,False,False,tax,,stable,True,True,,,
29,contract,2200000,other,jeonse,False,False,asset_building,,stable,True,True,,,
31,contract,2600000,seoul,jeonse,False,False,tax,,stable,True,True,,,
27,contract,3000000,gyeonggi,monthly_rent,False,False,asset_building,,stable,True,True,,,
29,contract,1800000,other,monthly_rent,False,False,asset_building,,stable,True,True,,,
25,contract,1800000,gyeonggi,jeonse,False,False,asset_building,,stable,True,True,,,
24,contract,2200000,gyeonggi,jeonse,False,False,asset_building,,stable,True,True,,,
25,full_time,2200000,gyeonggi,monthly_rent,False,False,asset_building,,stable,True,True,,,
24,contract,2200000,gyeonggi,jeonse,False,False,tax,,stable,True,True,,,
26,full_time,1800000,gyeonggi,with_family,False,False,tax,,stable,True,True,,,
27,contract,1800000,gyeonggi,monthly_rent,False,False,asset_building,,stable,True,True,,,
26,contract,1800000,seoul,monthly_rent,False,False,tax,,stable,True,True,,,
29,full_time,3000000,gyeonggi,jeonse,False,False,asset_building,,stable,True,True,,,
28,contract,1800000,seoul,monthly_rent,False,False,tax,,stable,True,True,,,
30,full_time,3000000,other,with_family,False,False,asset_building,,stable,True,True,,,
29,full_time,1800000,gyeonggi,monthly_rent,False,False,tax,,stable,True,True,,,
30,contract,3000000,other,with_family,False,False,asset_building,,stable,True,True,,,
27,contract,3000000,gyeonggi,monthly_rent,False,False,tax,,stable,True,True,,,
31,contract,3000000,seoul,monthly_rent,False,False,tax,,stable,True,True,,,
29,contract,2600000,gyeonggi,jeonse,False,False,tax,,stable,True,True,,,
25,full_time,1800000,seoul,monthly_rent,False,False,asset_building,,stable,True,True,,,
29,full_time,1800000,incheon,jeonse,False,False,asset_building,,stable,True,True,,,
30,contract,3000000,seoul,monthly_rent,False,False,tax,,stable,True,True,,,
29,full_time,2200000,gyeonggi,jeonse,False,False,tax,,stable,True,True,,,
27,full_time,2600000,incheon,with_family,False,False,tax,,stable,True,True,,,
27,contract,1800000,incheon,with_family,False,False,asset_building,,stable,True,True,,,
28,contract,2600000,incheon,with_family,False,False,asset_building,,stable,True,True,,,
26,contract,1800000,gyeonggi,jeonse,False,False,asset_building,,stable,True,True,,,
25,full_time,3000000,other,monthly_rent,False,False,tax,,stable,True,True,,,
26,contract,2600000,incheon,jeonse,False,False,asset_building,,stable,True,True,,,
24,full_time,2200000,seoul,jeonse,False,False,asset_building,,stable,True,True,,,
28,contract,3000000,other,jeonse,False,False,tax,,stable,True,True,,,
30,contract,2200000,seoul,monthly_rent,False,False,tax,,stable,True,True,,,
25,contract,3000000,incheon,with_family,False,False,asset_building,,stable,True,True,,,
30,full_time,1800000,gyeonggi,monthly_rent,False,False,asset_building,,stable,True,True,,,
26,contract,2600000,incheon,with_family,False,False,asset_building,,stable,True,True,,,
31,contract,2200000,gyeonggi,monthly_rent,False,False,asset_building,,stable,True,True,,,
29,full_time,3000000,seoul,monthly_rent,False,False,asset_building,,stable,True,True,,,
31,full_time,2600000,other,jeonse,False,False,tax,,stable,True,True,,,
30,contract,1800000,other,with_family,False,False,tax,,stable,True,True,,,
26,contract,2600000,seoul,monthly_rent,False,False,asset_building,,stable,True,True,,,
27,contract,3000000,seoul,monthly_rent,False,False,tax,,stable,True,True,,,
29,full_time,2600000,gyeonggi,with_family,False,False,asset_building,,stable,True,True,,,
27,contract,2600000,gyeonggi,with_family,False,False,asset_building,,stable,True,True,,,
26,contract,2200000,gyeonggi,jeonse,False,False,asset_building,,stable,True,True,,,
25,full_time,3000000,other,jeonse,False,False,tax,,stable,True,True,,,
29,contract,2200000,other,with_family,False,False,tax,,stable,True,True,,,
30,other,1500000,gyeonggi,monthly_rent,False,False,living_support,,unstable,True,False,,,
30,part_time,800000,seoul,with_family,False,False,living_support,,unstable,True,True,,,
32,other,2500000,gyeonggi,with_family,False,False,policy_finance,,unstable,True,False,,,
32,other,1200000,gyeonggi,with_family,False,False,policy_finance,,unstable,True,True,,,
30,freelancer,1500000,other,monthly_rent,False,False,policy_finance,,unstable,True,True,,,
26,other,2000000,gyeonggi,monthly_rent,False,False,living_support,,unstable,False,False,,,
29,part_time,1500000,other,monthly_rent,False,False,policy_finance,,unstable,False,True,,,
28,freelancer,2500000,other,with_family,False,False,living_support,,unstable,False,True,,,
28,freelancer,2500000,other,monthly_rent,False,False,living_support,,unstable,False,False,,,
25,other,800000,gyeonggi,with_family,False,False,policy_finance,,unstable,False,True,,,
33,other,2500000,seoul,with_family,False,False,policy_finance,,unstable,False,True,,,
28,part_time,1200000,seoul,with_family,False,False,living_support,,unstable,True,True,,,
25,freelancer,800000,gyeonggi,monthly_rent,False,False,policy_finance,,unstable,True,False,,,
32,freelancer,2500000,gyeonggi,monthly_rent,False,False,asset_building,,unstable,True,True,,,
34,part_time,800000,gyeonggi,with_family,False,False,policy_finance,,unstable,True,False,,,
32,part_time,2000000,seoul,monthly_rent,False,False,living_support,,unstable,False,True,,,
28,other,2500000,gyeonggi,with_family,False,False,living_support,,unstable,False,False,,,
25,freelancer,2500000,seoul,with_family,False,False,asset_building,,unstable,False,False,,,
31,freelancer,2500000,seoul,with_family,False,False,asset_building,,unstable,True,False,,,
30,other,1200000,gyeonggi,monthly_rent,False,False,asset_building,,unstable,False,False,,,
23,part_time,800000,gyeonggi,with_family,False,False,asset_building,,unstable,False,True,,,
28,freelancer,800000,gyeonggi,monthly_rent,False,False,policy_finance,,unstable,False,True,,,
25,freelancer,1500000,gyeonggi,monthly_rent,False,False,policy_finance,,unstable,False,False,,,
32,freelancer,800000,seoul,with_family,False,False,asset_building,,unstable,True,False,,,
24,part_time,1200000,gyeonggi,monthly_rent,False,False,asset_building,,unstable,True,False,,,
33,other,2000000,seoul,monthly_rent,False,False,living_support,,unstable,True,True,,,
34,freelancer,1500000,gyeonggi,monthly_rent,False,False,policy_finance,,unstable,False,True,,,
32,part_time,1200000,other,monthly_rent,False,False,policy_finance,,unstable,False,True,,,
31,other,2500000,other,monthly_rent,False,False,living_support,,unstable,False,True,,,
33,part_time,1500000,gyeonggi,monthly_rent,False,False,living_support,,unstable,True,False,,,
26,other,800000,other,with_family,False,False,asset_building,,unstable,True,False,,,
31,part_time,1200000,other,with_family,False,False,policy_finance,,unstable,False,True,,,
25,freelancer,2000000,seoul,with_family,False,False,asset_building,,unstable,True,True,,,
23,part_time,1500000,other,with_family,False,False,policy_finance,,unstable,False,False,,,
23,other,1200000,gyeonggi,with_family,False,False,asset_building,,unstable,False,False,,,
24,part_time,2000000,gyeonggi,with_family,False,False,living_support,,unstable,False,True,,,
30,other,2000000,gyeonggi,with_family,False,False,asset_building,,unstable,False,True,,,
29,other,1200000,other,with_family,False,False,living_support,,unstable,True,True,,,
28,other,1500000,gyeonggi,with_family,False,False,policy_finance,,unstable,False,True,,,
34,part_time,1500000,gyeonggi,monthly_rent,False,False,policy_finance,,unstable,False,False,,,
27,other,800000,seoul,with_family,False,False,living_support,,unstable,True,True,,,
25,other,2000000,seoul,monthly_rent,False,False,asset_building,,unstable,True,False,,,
28,part_time,2500000,seoul,monthly_rent,False,False,policy_finance,,unstable,False,False,,,
28,part_time,800000,other,monthly_rent,False,False,policy_finance,,unstable,False,False,,,
28,other,1500000,seoul,monthly_rent,False,False,asset_building,,unstable,True,False,,,
31,part_time,2500000,seoul,with_family,False,False,living_support,,unstable,False,True,,,
32,part_time,2000000,seoul,monthly_rent,False,False,asset_building,,unstable,True,False,,,
25,other,2000000,seoul,with_family,False,False,policy_finance,,unstable,False,True,,,
31,other,1500000,gyeonggi,monthly_rent,False,False,policy_finance,,unstable,True,False,,,
31,freelancer,800000,seoul,monthly_rent,False,False,asset_building,,unstable,False,True,,,
28,other,2500000,gyeonggi,with_family,False,False,policy_finance,,unstable,True,True,,,
24,part_time,2000000,other,with_family,False,False,policy_finance,,unstable,False,False,,,
32,freelancer,1200000,gyeonggi,monthly_rent,False,False,living_support,,unstable,False,False,,,
25,other,2500000,seoul,monthly_rent,False,False,living_support,,unstable,True,True,,,
31,freelancer,1500000,seoul,monthly_rent,False,False,living_support,,unstable,True,False,,,
31,part_time,800000,gyeonggi,monthly_rent,False,False,policy_finance,,unstable,False,True,,,
33,part_time,2500000,other,monthly_rent,False,False,policy_finance,,unstable,True,True,,,
25,other,2500000,other,with_family,False,False,policy_finance,,unstable,True,True,,,
24,freelancer,2500000,gyeonggi,monthly_rent,False,False,policy_finance,,unstable,False,True,,,
30,other,2500000,gyeonggi,with_family,False,False,living_support,,unstable,True,False,,,
27,part_time,800000,other,monthly_rent,False,False,asset_building,,unstable,False,False,,,
30,part_time,1200000,gyeonggi,monthly_rent,False,False,living_support,,unstable,False,False,,,
29,freelancer,1500000,other,monthly_rent,False,False,living_support,,unstable,True,False,,,
24,part_time,2000000,seoul,monthly_rent,False,False,asset_building,,unstable,True,False,,,
29,other,2000000,seoul,monthly_rent,False,False,living_support,,unstable,False,True,,,
25,part_time,2500000,gyeonggi,with_family,False,False,living_support,,unstable,False,True,,,
24,part_time,2500000,gyeonggi,monthly_rent,False,False,asset_building,,unstable,False,True,,,
23,part_time,2000000,other,with_family,False,False,living_support,,unstable,True,True,,,
29,freelancer,1500000,other,with_family,False,False,living_support,,unstable,False,True,,,
29,freelancer,2500000,other,monthly_rent,False,False,living_support,,unstable,False,True,,,
29,other,2000000,other,with_family,False,False,policy_finance,,unstable,True,True,,,
24,part_time,1500000,gyeonggi,with_family,False,False,asset_building,,unstable,True,False,,,
31,freelancer,800000,seoul,monthly_rent,False,False,policy_finance,,unstable,False,False,,,
31,part_time,1200000,other,monthly_rent,False,False,living_support,,unstable,False,True,,,
29,other,1500000,other,with_family,False,False,policy_finance,,unstable,False,False,,,
30,freelancer,1500000,gyeonggi,monthly_rent,False,False,living_support,,unstable,False,True,,,
32,part_time,1500000,other,monthly_rent,False,False,policy_finance,,unstable,True,False,,,
25,other,2500000,gyeonggi,monthly_rent,False,False,policy_finance,,unstable,True,True,,,
32,other,800000,seoul,monthly_rent,False,False,living_support,,unstable,False,False,,,
25,part_time,1200000,gyeonggi,with_family,False,False,policy_finance,,unstable,True,True,,,
31,freelancer,2500000,gyeonggi,with_family,False,False,policy_finance,,unstable,False,False,,,
25,part_time,2500000,gyeonggi,with_family,False,False,policy_finance,,unstable,False,False,,,
26,freelancer,1500000,other,with_family,False,False,asset_building,,unstable,False,False,,,
34,freelancer,2000000,gyeonggi,with_family,False,False,living_support,,unstable,False,False,,,
24,other,2500000,gyeonggi,with_family,False,False,living_support,,unstable,True,False,,,
23,part_time,800000,gyeonggi,with_family,False,False,policy_finance,,unstable,False,False,,,
26,freelancer,2500000,gyeonggi,with_family,False,False,asset_building,,unstable,True,True,,,
26,freelancer,2500000,seoul,monthly_rent,False,False,asset_building,,unstable,True,False,,,
28,other,2000000,seoul,monthly_rent,False,False,asset_building,,unstable,True,False,,,
33,part_time,2000000,other,monthly_rent,False,False,living_support,,unstable,False,False,,,
33,freelancer,800000,other,monthly_rent,False,False,policy_finance,,unstable,True,True,,,
29,freelancer,800000,gyeonggi,with_family,False,False,asset_building,,unstable,False,True,,,
23,part_time,2500000,other,monthly_rent,False,False,living_support,,unstable,False,False,,,
33,other,2500000,gyeonggi,monthly_rent,False,False,policy_finance,,unstable,False,False,,,
26,freelancer,1500000,seoul,with_family,False,False,policy_finance,,unstable,False,True,,,
23,other,1500000,gyeonggi,monthly_rent,False,False,asset_building,,unstable,False,False,,,
31,part_time,800000,gyeonggi,monthly_rent,False,False,asset_building,,unstable,True,False,,,
28,freelancer,800000,gyeonggi,with_family,False,False,asset_building,,unstable,False,False,,,
28,part_time,2500000,other,monthly_rent,False,False,living_support,,unstable,False,True,,,
23,other,800000,gyeonggi,with_family,False,False,asset_building,,unstable,False,False,,,
31,student,1800000,gyeonggi,monthly_rent,True,False,housing,,unstable,True,,True,True,
22,full_time,1800000,gyeonggi,monthly_rent,False,False,housing,,stable,True,,True,True,
28,full_time,1800000,seoul,monthly_rent,True,False,housing,,stable,True,,True,True,
22,contract,2400000,seoul,monthly_rent,True,False,living_support,,unstable,True,,True,True,
32,student,2400000,seoul,monthly_rent,False,False,living_support,,unstable,True,,True,True,
30,contract,700000,gyeonggi,monthly_rent,False,False,housing,,stable,True,,True,True,
20,full_time,1800000,incheon,monthly_rent,True,False,housing,,unstable,True,,True,True,
20,contract,2400000,seoul,monthly_rent,True,False,living_support,,unstable,False,,True,True,
27,full_time,2400000,seoul,monthly_rent,True,False,living_support,,stable,True,,True,True,
28,full_time,1200000,incheon,monthly_rent,True,False,housing,,unstable,True,,True,True,
27,part_time,2400000,incheon,monthly_rent,False,False,housing,,unstable,True,,True,True,
25,freelancer,1800000,seoul,monthly_rent,True,False,housing,,stable,False,,True,True,
23,freelancer,700000,seoul,monthly_rent,True,False,living_support,,stable,True,,True,True,
31,student,2400000,gyeonggi,monthly_rent,True,False,housing,,stable,True,,True,True,
28,contract,1200000,incheon,monthly_rent,False,False,living_support,,unstable,True,,True,True,
34,freelancer,1200000,gyeonggi,monthly_rent,False,False,living_support,,stable,True,,True,True,
30,full_time,2400000,seoul,monthly_rent,False,False,living_support,,unstable,False,,True,True,
26,freelancer,1800000,gyeonggi,monthly_rent,True,False,living_support,,stable,True,,True,True,
24,freelancer,2400000,seoul,monthly_rent,False,False,living_support,,unstable,True,,True,True,
23,contract,1200000,gyeonggi,monthly_rent,True,False,living_support,,stable,False,,True,True,
28,freelancer,700000,gyeonggi,monthly_rent,False,False,housing,,stable,True,,True,True,
32,part_time,1200000,gyeonggi,monthly_rent,True,False,living_support,,stable,False,,True,True,
23,freelancer,700000,incheon,monthly_rent,False,False,housing,,unstable,True,,True,True,
34,freelancer,1800000,gyeonggi,monthly_rent,False,False,living_support,,unstable,False,,True,True,
24,contract,2400000,gyeonggi,monthly_rent,True,False,living_support,,stable,False,,True,True,
25,contract,2400000,seoul,monthly_rent,True,False,housing,,unstable,True,,True,True,
28,part_time,2400000,gyeonggi,monthly_rent,True,False,housing,,stable,False,,True,True,
26,part_time,1200000,gyeonggi,monthly_rent,False,False,living_support,,unstable,False,,True,True,
27,freelancer,1800000,seoul,monthly_rent,True,False,living_support,,stable,True,,True,True,
28,student,700000,incheon,monthly_rent,True,False,housing,,stable,False,,True,True,
33,freelancer,700000,incheon,monthly_rent,True,False,housing,,unstable,True,,True,True,
25,student,2400000,incheon,monthly_rent,False,False,housing,,unstable,True,,True,True,
20,student,1800000,incheon,monthly_rent,False,False,housing,,stable,False,,True,True,
21,student,1200000,seoul,monthly_rent,True,False,living_support,,unstable,False,,True,True,
32,full_time,700000,gyeonggi,monthly_rent,False,False,living_support,,stable,True,,True,True,
24,student,700000,seoul,monthly_rent,False,False,living_support,,unstable,False,,True,True,
20,student,1200000,seoul,monthly_rent,False,False,living_support,,stable,False,,True,True,
34,part_time,700000,seoul,monthly_rent,True,False,living_support,,stable,False,,True,True,
34,student,1800000,incheon,monthly_rent,True,False,housing,,stable,False,,True,True,
23,part_time,1200000,incheon,monthly_rent,False,False,housing,,stable,False,,True,True,
29,freelancer,2400000,incheon,monthly_rent,False,False,living_support,,stable,True,,True,True,
28,contract,700000,seoul,monthly_rent,False,False,housing,,unstable,True,,True,True,
29,part_time,2400000,gyeonggi,monthly_rent,True,False,living_support,,unstable,False,,True,True,
23,contract,2400000,gyeonggi,monthly_rent,True,False,living_support,,unstable,True,,True,True,
32,freelancer,700000,seoul,monthly_rent,False,False,housing,,stable,False,,True,True,
31,full_time,1800000,gyeonggi,monthly_rent,True,False,housing,,unstable,True,,True,True,
27,contract,1800000,seoul,monthly_rent,True,False,housing,,unstable,True,,True,True,
27,part_time,2400000,seoul,monthly_rent,True,False,housing,,stable,False,,True,True,
29,part_time,1800000,gyeonggi,monthly_rent,True,False,living_support,,unstable,False,,True,True,
32,student,1200000,incheon,monthly_rent,True,False,living_support,,stable,True,,True,True,
24,contract,1800000,gyeonggi,monthly_rent,True,False,housing,,unstable,True,,True,True,
24,full_time,1800000,gyeonggi,monthly_rent,True,False,living_support,,stable,False,,True,True,
31,full_time,1200000,gyeonggi,monthly_rent,True,False,housing,,stable,False,,True,True,
26,contract,2400000,gyeonggi,monthly_rent,False,False,living_support,,stable,False,,True,True,
24,contract,1200000,gyeonggi,monthly_rent,False,False,housing,,unstable,False,,True,True,
